num,sys
1,translator-B
2,translator-B
3,translator-B
4,translator-B
5,translator-B
6,translator-B
7,translator-B
8,translator-B
9,translator-B
10,translator-B
11,translator-B
12,translator-B
13,translator-B
14,translator-B
15,translator-B
16,translator-B
17,translator-B
18,translator-B
19,translator-B
20,translator-B
21,translator-B
23,translator-B
24,translator-B
25,translator-B
26,translator-B
27,translator-B
28,translator-B
29,translator-B
30,translator-B
31,translator-B
32,translator-B
33,translator-B
34,translator-B
35,translator-B
36,translator-B
37,translator-B
38,translator-B
39,translator-B
40,translator-B
41,translator-B
42,translator-B
43,translator-B
44,translator-B
45,translator-B
46,translator-B
47,translator-B
48,translator-B
49,translator-B
50,translator-B
51,translator-B
52,translator-B
53,translator-B
54,translator-B
55,translator-B
56,translator-B
57,translator-B
58,translator-B
59,translator-B
60,translator-B
61,translator-B
62,translator-B
65,translator-B
66,translator-B
67,translator-B
75,translator-B
76,translator-B
77,translator-B
78,translator-B
79,translator-B
81,translator-B
82,translator-B
83,translator-B
84,translator-B
85,translator-B
86,translator-B
87,translator-B
88,translator-B
89,translator-B
90,translator-B
91,translator-B
92,translator-B
93,translator-B
94,translator-B
95,translator-B
96,translator-B
97,translator-B
98,translator-B
99,translator-B
100,translator-B
101,translator-B
102,translator-B
103,translator-B
104,translator-B
105,translator-B
106,translator-B
107,translator-B
108,translator-B
109,translator-B
110,translator-B
111,translator-B
112,translator-B
113,translator-B
114,translator-B
115,translator-B
116,translator-B
117,translator-B
118,translator-B
119,translator-B
120,translator-B
121,translator-B
122,translator-B
123,translator-B
124,translator-B
125,translator-B
126,translator-B
127,translator-B
128,translator-B
129,translator-B
130,translator-B
131,translator-B
132,translator-B
133,translator-B
134,translator-B
135,translator-B
136,translator-B
137,translator-B
138,translator-B
139,translator-B
140,translator-B
141,translator-B
143,translator-B
144,translator-B
145,translator-B
149,translator-B
151,translator-B
152,translator-B
154,translator-B
155,translator-B
156,translator-B
157,translator-B
158,translator-B
159,translator-B
160,translator-B
161,translator-B
163,translator-B
164,translator-B
166,translator-B
168,translator-B
169,translator-B
170,translator-B
171,translator-B
172,translator-B
173,translator-B
174,translator-B
175,translator-B
176,translator-B
177,translator-B
178,translator-B
179,translator-B
181,translator-B
182,translator-B
183,translator-B
184,translator-B
185,translator-B
186,translator-B
187,translator-B
188,translator-B
189,translator-B
190,translator-B
191,translator-B
192,translator-B
195,translator-B
197,translator-B
198,translator-B
199,translator-B
201,translator-B
202,translator-B
203,translator-B
204,translator-B
205,translator-B
207,translator-B
208,translator-B
209,translator-B
210,translator-B
211,translator-B
212,translator-B
213,translator-B
214,translator-B
215,translator-B
216,translator-B
217,translator-B
218,translator-B
219,translator-B
220,translator-B
221,translator-B
222,translator-B
223,translator-B
224,translator-B
225,translator-B
226,translator-B
227,translator-B
228,translator-B
229,translator-B
230,translator-B
231,translator-B
232,translator-B
233,translator-B
234,translator-B
235,translator-B
236,translator-B
237,translator-B
239,translator-B
241,translator-B
242,translator-B
243,translator-B
244,translator-B
245,translator-B
247,translator-B
248,translator-B
249,translator-B
250,translator-B
252,translator-B
253,translator-B
254,translator-B
255,translator-B
257,translator-B
258,translator-B
259,translator-B
260,translator-B
262,translator-B
263,translator-B
264,translator-B
265,translator-B
266,translator-B
267,translator-B
268,translator-B
269,translator-B
270,translator-B
271,translator-B
272,translator-B
273,translator-B
274,translator-B
275,translator-B
276,translator-B
277,translator-B
278,translator-B
279,translator-B
280,translator-B
281,translator-B
282,translator-B
283,translator-B
284,translator-B
285,translator-B
286,translator-B
287,translator-B
288,translator-B
290,translator-B
291,translator-B
292,translator-B
294,translator-B
295,translator-B
296,translator-B
297,translator-B
298,translator-B
299,translator-B
300,translator-B
301,translator-B
302,translator-B
303,translator-B
304,translator-B
305,translator-B
306,translator-B
307,translator-B
308,translator-B
309,translator-B
310,translator-B
311,translator-B
312,translator-B
314,translator-B
315,translator-B
316,translator-B
317,translator-B
318,translator-B
319,translator-B
320,translator-B
321,translator-B
322,translator-B
323,translator-B
324,translator-B
325,translator-B
326,translator-B
327,translator-B
330,translator-B
331,translator-B
332,translator-B
333,translator-B
334,translator-B
335,translator-B
336,translator-B
337,translator-B
339,translator-B
340,translator-B
341,translator-B
342,translator-B
343,translator-B
344,translator-B
345,translator-B
346,translator-B
347,translator-B
348,translator-B
349,translator-B
350,translator-B
351,translator-B
352,translator-B
353,translator-B
354,translator-B
355,translator-B
356,translator-B
357,translator-B
358,translator-B
359,translator-B
360,translator-B
361,translator-B
362,translator-B
363,translator-B
364,translator-B
365,translator-B
366,translator-B
367,translator-B
368,translator-B
369,translator-B
370,translator-B
371,translator-B
372,translator-B
373,translator-B
374,translator-B
375,translator-B
376,translator-B
377,translator-B
378,translator-B
379,translator-B
380,translator-B
381,translator-B
382,translator-B
383,translator-B
384,translator-B
385,translator-B
386,translator-B
387,translator-B
388,translator-B
389,translator-B
390,translator-B
391,translator-B
392,translator-B
393,translator-B
394,translator-B
395,translator-B
396,translator-B
397,translator-B
398,translator-B
400,translator-B
401,translator-B
402,translator-B
403,translator-B
404,translator-B
405,translator-B
406,translator-B
407,translator-B
408,translator-B
409,translator-B
410,translator-B
411,translator-B
412,translator-B
413,translator-B
414,translator-B
415,translator-B
416,translator-B
417,translator-B
418,translator-B
419,translator-B
420,translator-B
421,translator-B
422,translator-B
423,translator-B
424,translator-B
425,translator-B
426,translator-B
427,translator-B
428,translator-B
429,translator-B
430,translator-B
431,translator-B
432,translator-B
433,translator-B
434,translator-B
435,translator-B
436,translator-B
437,translator-B
438,translator-B
439,translator-B
440,translator-B
441,translator-B
442,translator-B
443,translator-B
444,translator-B
445,translator-B
446,translator-B
447,translator-B
448,translator-B
449,translator-B
450,translator-B
452,translator-B
453,translator-B
454,translator-B
455,translator-B
456,translator-B
457,translator-B
458,translator-B
459,translator-B
460,translator-B
461,translator-B
462,translator-B
463,translator-B
464,translator-B
465,translator-B
466,translator-B
467,translator-B
468,translator-B
469,translator-B
470,translator-B
471,translator-B
472,translator-B
473,translator-B
474,translator-B
475,translator-B
477,translator-B
478,translator-B
479,translator-B
480,translator-B
481,translator-B
482,translator-B
483,translator-B
484,translator-B
485,translator-B
486,translator-B
487,translator-B
488,translator-B
489,translator-B
492,translator-B
493,translator-B
494,translator-B
495,translator-B
496,translator-B
497,translator-B
498,translator-B
499,translator-B
500,translator-B
501,translator-B
502,translator-B
503,translator-B
504,translator-B
505,translator-B
506,translator-B
507,translator-B
508,translator-B
509,translator-B
510,translator-B
511,translator-B
512,translator-B
513,translator-B
514,translator-B
515,translator-B
516,translator-B
517,translator-B
518,translator-B
519,translator-B
520,translator-B
521,translator-B
522,translator-B
523,translator-B
524,translator-B
525,translator-B
526,translator-B
527,translator-B
528,translator-B
529,translator-B
530,translator-B
531,translator-B
532,translator-B
533,translator-B
534,translator-B
535,translator-B
536,translator-B
537,translator-B
538,translator-B
539,translator-B
540,translator-B
541,translator-B
542,translator-B
543,translator-B
544,translator-B
545,translator-B
546,translator-B
547,translator-B
548,translator-B
549,translator-B
550,translator-B
551,translator-B
552,translator-B
553,translator-B
554,translator-B
555,translator-B
556,translator-B
557,translator-B
558,translator-B
559,translator-B
560,translator-B
561,translator-B
562,translator-B
563,translator-B
564,translator-B
565,translator-B
566,translator-B
567,translator-B
568,translator-B
569,translator-B
570,translator-B
571,translator-B
572,translator-B
573,translator-B
574,translator-B
575,translator-B
576,translator-B
577,translator-B
579,translator-B
580,translator-B
581,translator-B
582,translator-B
586,translator-B
587,translator-B
588,translator-B
590,translator-B
591,translator-B
592,translator-B
593,translator-B
594,translator-B
595,translator-B
596,translator-B
597,translator-B
599,translator-B
601,translator-B
602,translator-B
603,translator-B
604,translator-B
605,translator-B
606,translator-B
607,translator-B
608,translator-B
610,translator-B
611,translator-B
612,translator-B
613,translator-B
614,translator-B
615,translator-B
624,translator-B
636,translator-B
637,translator-B
638,translator-B
639,translator-B
640,translator-B
641,translator-B
643,translator-B
644,translator-B
645,translator-B
646,translator-B
647,translator-B
648,translator-B
649,translator-B
650,translator-B
651,translator-B
652,translator-B
653,translator-B
654,translator-B
655,translator-B
656,translator-B
657,translator-B
658,translator-B
659,translator-B
660,translator-B
661,translator-B
662,translator-B
663,translator-B
664,translator-B
665,translator-B
666,translator-B
667,translator-B
668,translator-B
669,translator-B
670,translator-B
671,translator-B
672,translator-B
673,translator-B
674,translator-B
675,translator-B
676,translator-B
677,translator-B
678,translator-B
679,translator-B
681,translator-B
682,translator-B
683,translator-B
684,translator-B
685,translator-B
686,translator-B
687,translator-B
688,translator-B
689,translator-B
690,translator-B
691,translator-B
692,translator-B
693,translator-B
694,translator-B
695,translator-B
696,translator-B
697,translator-B
698,translator-B
699,translator-B
700,translator-B
701,translator-B
702,translator-B
703,translator-B
704,translator-B
705,translator-B
706,translator-B
707,translator-B
708,translator-B
709,translator-B
710,translator-B
711,translator-B
712,translator-B
713,translator-B
714,translator-B
715,translator-B
716,translator-B
717,translator-B
718,translator-B
719,translator-B
720,translator-B
721,translator-B
722,translator-B
723,translator-B
724,translator-B
725,translator-B
726,translator-B
727,translator-B
728,translator-B
729,translator-B
730,translator-B
731,translator-B
732,translator-B
733,translator-B
734,translator-B
735,translator-B
736,translator-B
737,translator-B
739,translator-B
740,translator-B
741,translator-B
742,translator-B
743,translator-B
744,translator-B
745,translator-B
746,translator-B
747,translator-B
748,translator-B
749,translator-B
751,translator-B
752,translator-B
753,translator-B
754,translator-B
755,translator-B
756,translator-B
757,translator-B
758,translator-B
759,translator-B
760,translator-B
761,translator-B
762,translator-B
763,translator-B
764,translator-B
765,translator-B
766,translator-B
767,translator-B
768,translator-B
769,translator-B
770,translator-B
771,translator-B
772,translator-B
773,translator-B
774,translator-B
775,translator-B
776,translator-B
777,translator-B
779,translator-B
781,translator-B
786,translator-B
789,translator-B
790,translator-B
791,translator-B
792,translator-B
793,translator-B
794,translator-B
795,translator-B
796,translator-B
797,translator-B
798,translator-B
799,translator-B
800,translator-B
801,translator-B
802,translator-B
803,translator-B
804,translator-B
806,translator-B
807,translator-B
808,translator-B
809,translator-B
810,translator-B
811,translator-B
812,translator-B
813,translator-B
814,translator-B
815,translator-B
816,translator-B
817,translator-B
818,translator-B
819,translator-B
820,translator-B
821,translator-B
822,translator-B
823,translator-B
824,translator-B
825,translator-B
826,translator-B
827,translator-B
828,translator-B
829,translator-B
830,translator-B
831,translator-B
832,translator-B
833,translator-B
834,translator-B
835,translator-B
836,translator-B
837,translator-B
838,translator-B
839,translator-B
840,translator-B
841,translator-B
842,translator-B
843,translator-B
844,translator-B
845,translator-B
846,translator-B
847,translator-B
848,translator-B
849,translator-B
850,translator-B
851,translator-B
852,translator-B
853,translator-B
854,translator-B
855,translator-B
856,translator-B
857,translator-B
858,translator-B
859,translator-B
860,translator-B
861,translator-B
863,translator-B
865,translator-B
866,translator-B
867,translator-B
868,translator-B
871,translator-B
872,translator-B
873,translator-B
876,translator-B
877,translator-B
878,translator-B
879,translator-B
880,translator-B
881,translator-B
882,translator-B
883,translator-B
884,translator-B
885,translator-B
886,translator-B
887,translator-B
888,translator-B
889,translator-B
890,translator-B
891,translator-B
892,translator-B
893,translator-B
894,translator-B
895,translator-B
896,translator-B
897,translator-B
898,translator-B
899,translator-B
900,translator-B
901,translator-B
902,translator-B
903,translator-B
904,translator-B
905,translator-B
906,translator-B
907,translator-B
908,translator-B
909,translator-B
910,translator-B
911,translator-B
912,translator-B
913,translator-B
914,translator-B
915,translator-B
916,translator-B
918,translator-B
919,translator-B
924,translator-B
926,translator-B
927,translator-B
928,translator-B
931,translator-B
935,translator-B
936,translator-B
937,translator-B
938,translator-B
939,translator-B
940,translator-B
941,translator-B
942,translator-B
943,translator-B
944,translator-B
945,translator-B
946,translator-B
947,translator-B
948,translator-B
949,translator-B
950,translator-B
951,translator-B
952,translator-B
953,translator-B
954,translator-B
955,translator-B
956,translator-B
957,translator-B
958,translator-B
961,translator-B
962,translator-B
963,translator-B
964,translator-B
965,translator-B
966,translator-B
967,translator-B
968,translator-B
969,translator-B
972,translator-B
973,translator-B
974,translator-B
975,translator-B
976,translator-B
977,translator-B
979,translator-B
980,translator-B
981,translator-B
984,translator-B
985,translator-B
986,translator-B
987,translator-B
990,translator-B
991,translator-B
993,translator-B
995,translator-B
996,translator-B
997,translator-B
999,translator-B
1001,translator-B
1,translator-A
2,translator-A
3,translator-A
4,translator-A
5,translator-A
7,translator-A
8,translator-A
9,translator-A
10,translator-A
12,translator-A
13,translator-A
14,translator-A
15,translator-A
16,translator-A
17,translator-A
18,translator-A
19,translator-A
20,translator-A
21,translator-A
22,translator-A
23,translator-A
24,translator-A
25,translator-A
26,translator-A
27,translator-A
33,translator-A
35,translator-A
37,translator-A
38,translator-A
39,translator-A
40,translator-A
41,translator-A
42,translator-A
