num,sys
14,HUMAN
20,HUMAN
26,HUMAN
28,HUMAN
29,HUMAN
31,HUMAN
32,HUMAN
33,HUMAN
112,HUMAN
116,HUMAN
117,HUMAN
119,HUMAN
120,HUMAN
121,HUMAN
177,HUMAN
180,HUMAN
181,HUMAN
182,HUMAN
183,HUMAN
184,HUMAN
185,HUMAN
186,HUMAN
188,HUMAN
189,HUMAN
192,HUMAN
193,HUMAN
194,HUMAN
195,HUMAN
197,HUMAN
199,HUMAN
201,HUMAN
202,HUMAN
203,HUMAN
230,HUMAN
231,HUMAN
234,HUMAN
238,HUMAN
239,HUMAN
240,HUMAN
241,HUMAN
246,HUMAN
248,HUMAN
249,HUMAN
250,HUMAN
261,HUMAN
269,HUMAN
272,HUMAN
273,HUMAN
277,HUMAN
278,HUMAN
280,HUMAN
332,HUMAN
334,HUMAN
336,HUMAN
337,HUMAN
340,HUMAN
341,HUMAN
342,HUMAN
343,HUMAN
344,HUMAN
345,HUMAN
346,HUMAN
347,HUMAN
361,HUMAN
412,HUMAN
415,HUMAN
416,HUMAN
417,HUMAN
418,HUMAN
419,HUMAN
421,HUMAN
423,HUMAN
424,HUMAN
425,HUMAN
426,HUMAN
427,HUMAN
433,HUMAN
435,HUMAN
438,HUMAN
440,HUMAN
441,HUMAN
442,HUMAN
443,HUMAN
445,HUMAN
446,HUMAN
447,HUMAN
448,HUMAN
449,HUMAN
450,HUMAN
451,HUMAN
453,HUMAN
454,HUMAN
455,HUMAN
456,HUMAN
457,HUMAN
458,HUMAN
459,HUMAN
498,HUMAN
500,HUMAN
501,HUMAN
502,HUMAN
503,HUMAN
504,HUMAN
505,HUMAN
506,HUMAN
526,HUMAN
585,HUMAN
587,HUMAN
588,HUMAN
591,HUMAN
593,HUMAN
595,HUMAN
601,HUMAN
603,HUMAN
604,HUMAN
605,HUMAN
606,HUMAN
608,HUMAN
609,HUMAN
610,HUMAN
611,HUMAN
612,HUMAN
613,HUMAN
614,HUMAN
615,HUMAN
631,HUMAN
634,HUMAN
635,HUMAN
636,HUMAN
637,HUMAN
638,HUMAN
639,HUMAN
640,HUMAN
641,HUMAN
658,HUMAN
659,HUMAN
660,HUMAN
661,HUMAN
662,HUMAN
663,HUMAN
664,HUMAN
665,HUMAN
666,HUMAN
668,HUMAN
669,HUMAN
670,HUMAN
689,HUMAN
788,HUMAN
802,HUMAN
803,HUMAN
805,HUMAN
808,HUMAN
809,HUMAN
810,HUMAN
811,HUMAN
812,HUMAN
816,HUMAN
817,HUMAN
821,HUMAN
822,HUMAN
824,HUMAN
870,HUMAN
874,HUMAN
876,HUMAN
877,HUMAN
880,HUMAN
881,HUMAN
882,HUMAN
883,HUMAN
884,HUMAN
885,HUMAN
888,HUMAN
889,HUMAN
890,HUMAN
891,HUMAN
892,HUMAN
893,HUMAN
916,HUMAN
917,HUMAN
918,HUMAN
919,HUMAN
920,HUMAN
921,HUMAN
922,HUMAN
923,HUMAN
925,HUMAN
926,HUMAN
927,HUMAN
928,HUMAN
929,HUMAN
930,HUMAN
932,HUMAN
933,HUMAN
935,HUMAN
936,HUMAN
937,HUMAN
938,HUMAN
939,HUMAN
940,HUMAN
941,HUMAN
942,HUMAN
944,HUMAN
945,HUMAN
946,HUMAN
973,HUMAN
974,HUMAN
977,HUMAN
994,HUMAN
995,HUMAN
997,HUMAN
998,HUMAN
1003,HUMAN
1007,HUMAN
1031,HUMAN
1045,HUMAN
1046,HUMAN
1047,HUMAN
1048,HUMAN
1049,HUMAN
1050,HUMAN
1051,HUMAN
1052,HUMAN
1053,HUMAN
1054,HUMAN
1055,HUMAN
1056,HUMAN
1057,HUMAN
1088,HUMAN
1089,HUMAN
1091,HUMAN
1092,HUMAN
1094,HUMAN
1095,HUMAN
1096,HUMAN
1097,HUMAN
1098,HUMAN
1099,HUMAN
1101,HUMAN
1102,HUMAN
1104,HUMAN
1108,HUMAN
1109,HUMAN
1110,HUMAN
1111,HUMAN
1113,HUMAN
1115,HUMAN
1210,HUMAN
1212,HUMAN
1216,HUMAN
1217,HUMAN
1219,HUMAN
1221,HUMAN
1240,HUMAN
1241,HUMAN
1244,HUMAN
1245,HUMAN
1247,HUMAN
1249,HUMAN
1343,HUMAN
1345,HUMAN
1353,HUMAN
1354,HUMAN
1355,HUMAN
1356,HUMAN
1358,HUMAN
1359,HUMAN
1360,HUMAN
1361,HUMAN
1365,HUMAN
1366,HUMAN
1387,HUMAN
1393,HUMAN
1397,HUMAN
1398,HUMAN
1399,HUMAN
1400,HUMAN
1403,HUMAN
