num,sys
1,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,8,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,9,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,0,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,1,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,4,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,8,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,1,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,4,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,7,",",C,U,N,I,-,B,e,r,g,a,m,o,t
6,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
6,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
6,9,",",C,U,N,I,-,B,e,r,g,a,m,o,t
8,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
8,4,",",C,U,N,I,-,B,e,r,g,a,m,o,t
8,5,",",C,U,N,I,-,B,e,r,g,a,m,o,t
8,6,",",C,U,N,I,-,B,e,r,g,a,m,o,t
8,8,",",C,U,N,I,-,B,e,r,g,a,m,o,t
8,9,",",C,U,N,I,-,B,e,r,g,a,m,o,t
9,1,",",C,U,N,I,-,B,e,r,g,a,m,o,t
9,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
9,9,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,0,0,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,0,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,0,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,0,5,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,0,6,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,0,7,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,0,8,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,1,0,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,1,1,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,1,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,1,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,1,4,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,1,5,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,1,6,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,1,7,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,3,1,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,3,4,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,4,5,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,5,0,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,5,1,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,5,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,5,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,5,4,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,5,5,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,5,6,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,5,7,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,5,8,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,5,9,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,6,0,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,6,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,6,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,7,1,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,7,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,7,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,7,4,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,7,5,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,7,6,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,7,7,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,8,9,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,9,0,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,9,1,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,9,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,9,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
1,9,7,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,0,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,0,5,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,0,8,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,4,8,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,8,6,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,8,9,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,9,0,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,9,1,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,9,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,9,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,9,4,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,9,7,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,9,8,",",C,U,N,I,-,B,e,r,g,a,m,o,t
2,9,9,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,0,0,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,0,1,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,0,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,0,9,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,2,7,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,2,8,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,2,9,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,3,0,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,3,1,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,3,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,3,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,3,4,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,3,5,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,3,7,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,4,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,4,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,4,4,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,4,5,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,4,6,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,4,7,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,5,1,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,5,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,5,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,5,4,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,5,6,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,5,9,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,6,0,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,6,1,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,6,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,7,4,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,7,6,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,7,7,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,7,8,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,7,9,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,8,0,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,8,1,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,8,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,8,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,9,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,9,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,9,8,",",C,U,N,I,-,B,e,r,g,a,m,o,t
3,9,9,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,0,0,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,0,1,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,0,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,0,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,0,5,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,0,6,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,0,8,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,1,4,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,1,7,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,1,8,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,1,9,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,2,0,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,2,1,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,2,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,2,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,2,4,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,2,5,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,2,6,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,2,7,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,3,2,",",C,U,N,I,-,B,e,r,g,a,m,o,t
4,3,3,",",C,U,N,I,-,B,e,r,g,a,m,o,t
